brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,milage_per_year,is_luxury,price_per_mile,usage_category
Land,Rover Range Rover Sport Supercharged HSE,2016,99915,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,At least 1 accident or damage reported,Yes,26500,10,9083.181818181818,1,0.2652227871411986,High
Ford,Mustang Mach-E GT,2022,7661,Gasoline,Electric,1-Speed Automatic,Star White,Black Onyx,None reported,Yes,49599,4,1532.2,0,6.473375097885669,Low
Chevrolet,Tahoe LTZ,2007,177000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,10750,19,8850.0,0,0.06073412014621386,High
Nissan,Xterra S,2008,100900,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,6999,18,5310.526315789473,0,0.06936502115935422,High
INFINITI,Q60 3.0T Premium,2017,107380,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,17500,9,10738.0,0,0.16297110289529806,High
Ford,F-150 Raptor,2021,32957,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black,None reported,Yes,77900,5,5492.833333333333,0,2.36361429698404,Medium
Acura,TLX Base,2016,45000,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Blue,None reported,Yes,16500,10,4090.909090909091,0,0.36665851869958443,Medium
Nissan,Frontier SV,2013,67000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,15500,13,4785.714285714285,0,0.2313398307487948,Medium
Chevrolet,Camaro 1SS,2021,12600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,47000,5,2100.0,0,3.729862709308785,Low
Porsche,Panamera 4,2018,24882,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,59800,8,2764.6666666666665,1,2.403247196881405,Low
Acura,TLX PMC Edition,2020,6900,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,43500,6,985.7142857142857,0,6.303434284886248,Low
Kia,Sorento EX V6,2019,66075,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Titanium Silver,Satin Black,None reported,Yes,23754,7,8259.375,0,0.3594951268236576,Medium
Hyundai,Palisade SEL,2021,68050,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29600,5,11341.666666666666,0,0.4349678917282626,Medium
Ford,F-250 Lariat,2017,128000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,50000,9,12800.0,0,0.3906219482660292,High
BMW,430 i,2021,9472,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,51000,5,1578.6666666666667,1,5.38372215771139,Low
Mitsubishi,Lancer GTS,2009,185963,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Orange,Gray,At least 1 accident or damage reported,Yes,5100,17,10331.277777777777,0,0.027424662837968638,High
Nissan,NV200 S,2019,52000,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,At least 1 accident or damage reported,Yes,19500,7,6500.0,0,0.37499278860021923,Medium
Buick,Enclave Leather,2015,68653,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,18950,11,5721.083333333333,0,0.2760217904273604,Medium
Lexus,RX 330 Base,2004,151896,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7900,22,6604.173913043478,1,0.05200892710191775,High
Lexus,RX 450h F Sport,2019,43671,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Caviar,Rioja Red,None reported,Yes,44950,7,5458.875,1,1.0292636013921963,Medium
Ford,F-250 Lariat,2017,72128,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,White,Camel,None reported,Yes,45985,9,7212.8,0,0.6375382994357331,Medium
Kia,Forte Koup EX,2013,134207,Gasoline,156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,5500,13,9586.214285714286,0,0.040981163567000475,High
GMC,Terrain SLE,2020,26470,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,29900,6,3781.4285714285716,0,1.1295379849646783,Low
Porsche,Macan Base,2018,82300,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,35000,8,9144.444444444445,1,0.4252682227433445,High
Lexus,RC 350 Base,2015,124000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,24000,11,10333.333333333334,1,0.1935468262352723,High
Audi,S4 3.0T Premium Plus,2020,23823,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Tango Red Metallic,Black,None reported,Yes,49995,6,3403.285714285714,1,2.0985141034251176,Low
GMC,Yukon SLT,2002,222600,Gasoline,275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,4999,24,8904.0,0,0.022457221665670865,High
INFINITI,QX60 Base,2014,154247,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12500,12,11865.153846153846,0,0.0810383278875577,High
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,128000,Gasoline,353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Black,None reported,Yes,23500,18,6736.8421052631575,0,0.1835923156850337,High
Maserati,GranTurismo Base,2008,70000,Gasoline,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,13000,18,3684.2105263157896,0,0.18571163269096155,Medium
Acura,Integra GS-R,1995,123000,–,–,5-Speed M/T,White,Blue,None reported,Yes,10999,31,3843.75,0,0.0894220372192096,High
BMW,X6 M Base,2016,52375,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,48600,10,4761.363636363636,1,0.9279059111043226,Medium
Chrysler,300 S,2016,100574,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,17500,10,9143.09090909091,0,0.17399950285856325,High
Chrysler,300 Base,2014,85000,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,–,At least 1 accident or damage reported,Yes,11250,12,6538.461538461538,0,0.13235138410136352,High
Acura,RDX w/A-Spec Package,2023,3959,Gasoline,2.0 Liter DOHC Turbo,Automatic,White,Black,None reported,Yes,48998,3,989.75,0,12.373232323232322,Low
Chevrolet,Corvette Stingray w/1LT,2021,10400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,72900,5,1733.3333333333333,0,7.008941447937699,Low
Chevrolet,Camaro 1SS,2019,19200,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,41500,7,2400.0,0,2.161345763241498,Low
Mercedes-Benz,E-Class E 350 4MATIC,2013,81000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,13000,13,5785.714285714285,1,0.16049184577968173,High
Ford,F-150 Raptor,2022,17451,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Rhapsody Blue,None reported,Yes,77900,4,3490.2,0,4.463671785468714,Low
Nissan,Versa 1.8 S,2011,165000,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,4000,15,10312.5,0,0.024242277319531397,High
Hyundai,Accent GLS,2013,117500,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,6500,13,8392.857142857143,0,0.055318678138909456,High
Mercedes-Benz,S-Class S 450 4MATIC,2018,72500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,60000,8,8055.555555555556,1,0.8275747920718335,Medium
Audi,Q5 3.0 TDI Premium Plus,2014,55564,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22500,12,4274.153846153846,1,0.4049311617025106,Medium
Cadillac,LYRIQ Luxury,2023,1090,Gasoline,500.0HP Electric Motor Electric Fuel System,A/T,Gray,Silver,None reported,Yes,68750,3,272.5,0,63.01558203483043,Low
Volvo,XC60 T5 R-Design,2019,43500,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,30000,7,5437.5,0,0.6896393186363532,Medium
Mercedes-Benz,AMG GT 53 Base,2019,35000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,83000,7,4375.0,1,2.3713608182623354,Medium
GMC,Yukon SLT,2017,92031,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000,9,9203.1,0,0.32597357440890123,High
Lexus,GS 350 Base,2016,128032,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,18000,10,11639.272727272728,1,0.14058875446174032,High
Jaguar,XF 25t Premium,2018,18800,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,26000,8,2088.8888888888887,1,1.3829051646189032,Low
Honda,Ridgeline Black Edition,2017,91600,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,26000,9,9160.0,0,0.283839696073187,High
Toyota,4Runner SR5,2019,91843,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,30500,7,11480.375,0,0.3320848395104743,High
Ford,Bronco Sport Outer Banks,2021,28105,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Kodiak Brown Metallic,Ebony,None reported,Yes,32455,5,4684.166666666667,0,1.154735643634811,Low
Dodge,Charger R/T 392,2017,73350,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,37000,9,7335.0,0,0.5044239342340254,Medium
Mercedes-Benz,GLC 300 GLC 300,2022,11875,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Yes,41598,4,2375.0,1,3.5026945099360054,Low
Tesla,Model S P100D,2018,47000,Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,49900,8,5222.222222222223,0,1.0616795387332185,Medium
INFINITI,Q50 3.0t Signature Edition,2017,67000,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23000,9,6700.0,0,0.3432784585304697,Medium
BMW,340 i,2016,117660,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,19500,10,10696.363636363636,1,0.16573036095222715,High
Pontiac,Firebird Trans Am,2001,71448,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,10500,25,2748.0,0,0.14695797002057412,Medium
Nissan,NV Passenger NV3500 HD SV V8,2015,86000,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,29500,11,7166.666666666667,0,0.34301926721782305,High
Lexus,ES 350 Base,2020,15324,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,Yes,33364,6,2189.1428571428573,1,2.1770962479608484,Low
BMW,135 is,2013,29400,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,29000,13,2100.0,1,0.9863610081289752,Low
Lexus,IS 300 Base,2017,68871,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,Yes,28450,9,6887.1,1,0.41308514345452435,Medium
Porsche,Cayenne S,2012,126000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,17999,14,8400.0,1,0.14284807263434418,High
Pontiac,Solstice GXP,2007,25718,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,17900,19,1285.9,0,0.69598351413352,Low
Porsche,Panamera Turbo,2015,67210,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,51950,11,5600.833333333333,1,0.7729389534451205,Medium
BMW,X6 xDrive35i,2018,27214,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,40950,8,3023.777777777778,1,1.5046849164063936,Low
Ford,F-150 Limited,2019,42728,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950,7,5341.0,0,1.0753820590231458,Medium
MINI,Cooper S Base,2010,97395,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,6699,16,5729.117647058823,0,0.06878105877038071,High
Mazda,Mazda3 i SV,2015,91700,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,12000,11,7641.666666666667,0,0.13086007786174633,High
Mitsubishi,Lancer Evolution MR,2011,94500,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27000,15,5906.25,0,0.2857112623146845,High
Chevrolet,Tahoe LTZ,2014,196300,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,10995,12,15100.0,0,0.056010922002435036,High
Cadillac,CTS 3.6L Luxury,2015,54259,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,Yes,19425,11,4521.583333333333,0,0.3579985256173977,Medium
Acura,RDX w/Advance Package,2021,36267,Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,Yes,39798,5,6044.5,0,1.0973309804786588,Medium
Land,Rover Range Rover Sport Supercharged HSE,2015,175000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19500,11,14583.333333333334,1,0.11142793469751601,High
Chevrolet,Suburban 1500 LTZ,2015,159000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26900,11,13250.0,0,0.16918132590361068,High
Chevrolet,Camaro 2SS,2016,74000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,32000,10,6727.272727272727,0,0.43242658882988066,Medium
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963,Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,Yes,20995,15,5185.1875,0,0.2530615688732462,High
Cadillac,XT5 Luxury,2019,54323,Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,Yes,27998,7,6790.375,0,0.5153891466018703,Medium
Nissan,Armada SL,2019,59980,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,29000,7,7497.5,0,0.4834864373718344,Medium
Audi,Q5 S line Premium,2022,10120,Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,Yes,39998,4,2024.0,1,3.9519810295425355,Low
BMW,X6 M Base,2017,25000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,65000,9,2500.0,1,2.5998960041598336,Low
BMW,740 i,2012,126000,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12700,14,8400.0,1,0.10079285085039008,High
Toyota,Sequoia TRD Pro,2020,37428,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,61599,6,5346.857142857143,0,1.6457559646263593,Medium
Volkswagen,Jetta GLI,2014,99499,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000,12,7653.7692307692305,0,0.1507537688442211,High
Honda,Crosstour EX-L,2012,90742,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,12980,14,6049.466666666666,0,0.14304133652182538,High
Land,Rover Range Rover Sport Supercharged,2014,125000,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22500,12,9615.384615384615,1,0.1799985600115199,High
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,20000,8,7963.222222222223,0,0.27905678805636946,Medium
Cadillac,XT5 Luxury,2019,44692,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,Yes,32368,7,5586.5,0,0.7242297451502473,Medium
Jaguar,F-TYPE R,2018,16002,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,74900,8,1778.0,1,4.680372430169343,Low
Toyota,FJ Cruiser Base,2014,86000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,41500,12,6615.384615384615,0,0.4825525284589714,High
Toyota,Tundra SR5,2019,56000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,42000,7,7000.0,0,0.7499866073820111,Medium
Nissan,300ZX Base,1993,168000,–,–,5-Speed M/T,White,Black,None reported,Yes,7000,33,4941.176470588235,0,0.04166641865226993,High
RAM,1500 Sport,2017,41789,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,42500,9,4178.9,0,1.0169897104570471,Medium
Ford,Focus SE,2014,60109,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,9499,12,4623.7692307692305,0,0.15802695059058394,Medium
Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,49995,6,6857.142857142857,1,1.0415408012333076,Medium
Acura,TL Type S,2008,122000,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,11500,18,6421.0526315789475,0,0.09426152244653732,High
Land,Rover Range Rover HSE,2012,102800,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,16000,14,6853.333333333333,1,0.1556405093335668,High
MINI,Convertible Cooper,2022,15544,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,28000,4,3108.8,0,1.801222257960759,Low
Mazda,CX-9 Signature,2019,69771,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,27500,7,8721.375,0,0.39414091612681307,Medium
Acura,TLX Tech,2023,2118,Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,Yes,41998,3,529.5,0,19.819726285983954,Low
Ford,F-150 Raptor,2021,28260,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,None reported,Yes,72950,5,4710.0,0,2.581295778634868,Low
Honda,Civic Si Base,2020,6025,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,27500,6,860.7142857142857,0,4.563557915698639,Low
Hyundai,Elantra SE,2018,32697,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900,8,3633.0,0,0.48626827328888617,Medium
Ford,Excursion Limited,2001,239000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,8000,25,9192.307692307691,0,0.03347266329429584,High
Jaguar,F-TYPE S British Design Edition,2017,34150,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45999,9,3415.0,1,1.3469298117185442,Medium
Honda,Ridgeline RTL-E,2022,9642,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,Yes,38999,4,1928.4,0,4.044280825469253,Low
Pontiac,G6 GTP,2006,100545,Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,5995,20,4787.857142857143,0,0.05962445050026853,High
Mercedes-Benz,C-Class C300 4MATIC,2021,11111,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,Yes,38998,5,1851.8333333333333,1,3.509539236861051,Low
Toyota,FJ Cruiser Base,2007,162000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,23977,19,8100.0,0,0.1480052592267949,High
Buick,Enclave Premium,2020,87555,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,31650,6,12507.857142857143,0,0.36148293663483944,High
Chevrolet,Tahoe LTZ,2015,102200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,25000,11,8516.666666666666,0,0.24461600180037377,High
Bentley,Continental GTC V8,2013,18950,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,77999,13,1353.5714285714287,0,4.115825022426257,Low
Mercedes-Benz,SLK-Class SLK 350,2015,16000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,30500,11,1333.3333333333333,1,1.9061308668208237,Low
Cadillac,Escalade Premium Luxury,2022,19250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,86999,4,3850.0,0,4.519193808113864,Low
BMW,535 i xDrive,2015,65000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,24995,11,5416.666666666667,1,0.3845325456531438,Medium
MINI,Cooper S Base,2007,110022,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,6250,19,5501.1,0,0.056806304136407845,High
Bentley,Continental GT Base,2012,79089,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,46999,14,5272.6,0,0.594247060311038,Medium
Lexus,GX 460 Premium,2023,2533,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,64900,3,633.25,1,25.611681136543016,Low
Audi,Q7 3.0T Premium Plus,2014,96273,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,15495,12,7405.615384615385,1,0.16094688077778008,High
Cadillac,CT6 Luxury,2020,22187,Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,Yes,45480,6,3169.5714285714284,0,2.0497566252028125,Low
GMC,Sierra 1500 SL Crew Cab,2009,137000,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,20000,17,7611.111111111111,0,0.14598433588075999,High
Nissan,GT-R Premium,2009,60747,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,Yes,71999,17,3374.8333333333335,0,1.1852077434648054,Medium
Dodge,Ram 1500 ST,2007,36500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,16000,19,1825.0,0,0.4383441549546588,Medium
Ford,Bronco Outer Banks,2021,19590,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,54999,5,3265.0,0,2.80736052268899,Low
Nissan,GT-R Black Edition,2015,16850,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,95000,11,1404.1666666666667,0,5.637647617352086,Low
Chevrolet,Cruze LT,2012,194000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,4900,14,12933.333333333334,0,0.025257601764939356,High
Lexus,GX 460 Base,2020,48210,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,47449,6,6887.142857142857,1,0.9841944784385306,Medium
BMW,750 i,2018,81500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,41250,8,9055.555555555555,1,0.5061287591563294,High
Ford,F-150 XLT,2021,77107,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,39995,5,12851.166666666666,0,0.5186880738704155,Medium
